date,bike_usage
2018-11-29,4805
2018-11-30,4712
2018-12-01,3208
2018-12-02,1448
2018-12-03,5128
2018-12-04,4386
2018-12-05,4190
2018-12-06,4311
2018-12-07,3987
2018-12-08,1979
2018-12-09,1855
2018-12-10,3934
2018-12-11,4158
2018-12-12,4038
2018-12-13,3873
2018-12-14,4183
2018-12-15,2829
2018-12-16,1501
2018-12-17,3376
2018-12-18,2952
2018-12-19,3476
2018-12-20,3798
2018-12-21,1298
2018-12-22,1538
2018-12-23,1064
2018-12-24,979
2018-12-25,600
2018-12-26,1315
2018-12-27,1687
2018-12-28,871
2018-12-29,1504
2018-12-30,951
2018-12-31,1544
2019-01-01,1305
2019-01-02,2632
2019-01-03,3005
2019-01-04,3397
2019-01-05,786
2019-01-06,1631
2019-01-07,2874
2019-01-08,2981
2019-01-09,3385
2019-01-10,3332
2019-01-11,2640
2019-01-12,1236
2019-01-13,1169
2019-01-14,3008
2019-01-15,3310
2019-01-16,3555
2019-01-17,3144
2019-01-18,3292
2019-01-19,1377
2019-01-21,155
2019-01-22,969
2019-01-23,1813
2019-01-24,1493
2019-01-25,3019
2019-01-26,1731
2019-01-27,1913
2019-01-28,3268
2019-01-29,3244
2019-01-30,2560
2019-01-31,1647
2019-02-01,2213
2019-02-02,1579
2019-02-03,2095
2019-02-04,4786
2019-02-05,5900
2019-02-06,4065
2019-02-07,3740
2019-02-08,3864
2019-02-09,1825
2019-02-10,1977
2019-02-11,3797
2019-02-12,2172
2019-02-13,2636
2019-02-14,3633
2019-02-15,3395
2019-02-16,2350
2019-02-17,2097
2019-02-18,955
2019-02-19,2801
2019-02-20,3164
2019-02-21,2907
2019-02-22,3750
2019-02-23,2413
2019-02-24,1078
2019-02-25,2899
2019-02-26,3053
2019-02-27,2981
2019-02-28,2341
2019-03-01,3201
2019-03-02,834
2019-03-03,1853
2019-03-04,1260
2019-03-05,2726
2019-03-06,2625
2019-03-07,2762
2019-03-08,2867
2019-03-09,2106
2019-03-10,670
2019-03-11,3733
2019-03-12,3868
2019-03-13,3892
2019-03-14,4505
2019-03-15,4583
2019-03-16,2728
2019-03-17,2337
2019-03-18,3774
2019-03-19,4127
2019-03-20,4528
2019-03-21,4448
2019-03-22,2026
2019-03-23,2274
2019-03-24,3619
2019-03-25,4579
2019-03-26,4392
2019-03-27,4431
2019-03-28,4864
2019-03-29,4196
2019-03-30,5924
2019-03-31,2637
2019-04-01,4698
2019-04-02,5501
2019-04-03,4918
2019-04-04,5357
2019-04-05,4868
2019-04-06,6227
2019-04-07,5708
2019-04-08,2778
2019-04-09,4446
2019-04-10,5112
2019-04-11,6169
2019-04-12,5734
2019-04-13,7081
2019-04-14,6480
2019-04-15,4649
2019-04-16,6479
2019-04-17,7267
2019-04-18,5543
2019-04-19,7450
2019-04-20,3650
2019-04-21,5370
2019-04-22,3508
2019-04-23,6243
2019-04-24,7951
2019-04-25,8312
2019-04-26,3373
2019-04-27,4654
2019-04-28,4058
2019-04-29,7379
2019-04-30,5731
2019-05-01,7244
2019-05-02,5454
2019-05-03,6074
2019-05-04,5386
2019-05-05,4649
2019-05-06,7883
2019-05-07,7842
2019-05-08,8909
2019-05-09,8415
2019-05-10,7120
2019-05-11,8162
2019-05-12,1464
2019-05-13,5208
2019-05-14,4803
2019-05-15,7929
2019-05-16,8749
2019-05-17,5847
2019-05-18,9009
2019-05-19,5891
2019-05-20,8468
2019-05-21,9426
2019-05-22,9019
2019-05-23,8247
2019-05-24,7921
2019-05-25,7747
2019-05-26,7822
2019-05-27,8247
2019-05-28,4530
2019-05-29,7600
2019-05-30,8565
2019-05-31,9454
2019-06-01,7403
2019-06-02,6950
2019-06-03,9369
2019-06-04,10059
2019-06-05,10491
2019-06-06,10033
2019-06-07,10930
2019-06-08,9625
2019-06-09,8972
2019-06-10,10109
2019-06-11,8057
2019-06-12,11814
2019-06-13,4501
2019-06-14,10455
2019-06-15,9454
2019-06-16,3651
2019-06-17,10692
2019-06-18,7965
2019-06-19,11006
2019-06-20,7074
2019-06-21,8660
2019-06-22,9753
2019-06-23,9990
2019-06-24,10677
2019-06-25,8392
2019-06-26,11469
2019-06-27,11695
2019-06-28,11164
2019-06-29,7164
2019-06-30,6448
2019-07-01,10877
2019-07-02,11236
2019-07-03,10408
2019-07-04,11110
2019-07-05,8192
2019-07-06,5399
2019-07-07,9255
2019-07-08,11189
2019-07-09,11479
2019-07-10,11189
2019-07-11,11389
2019-07-12,8798
2019-07-13,9934
2019-07-14,9434
2019-07-15,11545
2019-07-16,12201
2019-07-17,9195
2019-07-18,10161
2019-07-19,11219
2019-07-20,6790
2019-07-21,7258
2019-07-22,9540
2019-07-23,7955
2019-07-24,12860
2019-07-25,13201
2019-07-26,12439
2019-07-27,10142
2019-07-28,9093
2019-07-29,11294
2019-07-30,12042
2019-07-31,10107
2019-08-01,13053
2019-08-02,12349
2019-08-03,9496
2019-08-04,9888
2019-08-05,12317
2019-08-06,12625
2019-08-07,11122
2019-08-08,11820
2019-08-09,12000
2019-08-10,11438
2019-08-11,10038
2019-08-12,11839
2019-08-13,11214
2019-08-14,12113
2019-08-15,12205
2019-08-16,11618
2019-08-17,9317
2019-08-18,8410
2019-08-19,9471
2019-08-20,11550
2019-08-21,9569
2019-08-22,11300
2019-08-23,10829
2019-08-24,10000
2019-08-25,8339
2019-08-26,10945
2019-08-27,11847
2019-08-28,7590
2019-08-29,12081
2019-08-30,11701
2019-08-31,9359
2019-09-01,9777
2019-09-02,6894
2019-09-03,13369
2019-09-04,11836
2019-09-05,13661
2019-09-06,12888
2019-09-07,9732
2019-09-08,10742
2019-09-09,13167
2019-09-10,13109
2019-09-11,13661
2019-09-12,10592
2019-09-13,13138
2019-09-14,8742
2019-09-15,10909
2019-09-16,12878
2019-09-17,13406
2019-09-18,13286
2019-09-19,13554
2019-09-20,14282
2019-09-21,12449
2019-09-22,11335
2019-09-23,13222
2019-09-24,13427
2019-09-25,13520
2019-09-26,10935
2019-09-27,14025
2019-09-28,11963
2019-09-29,10682
2019-09-30,12004
2019-10-01,12183
2019-10-02,9071
2019-10-03,11496
2019-10-04,11767
2019-10-05,9315
2019-10-06,8632
2019-10-07,11449
2019-10-08,11403
2019-10-09,9153
2019-10-10,9473
2019-10-11,5724
2019-10-12,6744
2019-10-13,9942
2019-10-14,10029
2019-10-15,11776
2019-10-16,10933
2019-10-17,9260
2019-10-18,10988
2019-10-19,10114
2019-10-20,8994
2019-10-21,11676
2019-10-22,10609
2019-10-23,10209
2019-10-24,12187
2019-10-25,11864
2019-10-26,9726
2019-10-27,2133
2019-10-28,9058
2019-10-29,10533
2019-10-30,10321
2019-10-31,8742
2019-11-01,10509
2019-11-02,8611
2019-11-03,7211
2019-11-04,9889
2019-11-05,8253
2019-11-06,10388
2019-11-07,7658
2019-11-08,6754
2019-11-09,4880
2019-11-10,5787
2019-11-11,7829
2019-11-12,6470
2019-11-13,5917
2019-11-14,7039
2019-11-15,8436
2019-11-16,4859
2019-11-17,4012
2019-11-18,4695
2019-11-19,6163
2019-11-20,5104
2019-11-21,8404
2019-11-22,6959
2019-11-23,5472
2019-11-24,1423
2019-11-25,7897
2019-11-26,8366
2019-11-27,5589
2019-11-28,1455
2019-11-29,2551
2019-11-30,2178
2019-12-01,1755
2019-12-02,1792
2019-12-03,1688
2019-12-04,4425
2019-12-05,5769
2019-12-06,4882
2019-12-07,3265
2019-12-08,2952
2019-12-09,3340
2019-12-10,5827
2019-12-11,4032
2019-12-12,5258
2019-12-13,4971
2019-12-14,2803
2019-12-15,3225
2019-12-16,5037
2019-12-17,1887
2019-12-18,4022
2019-12-19,3004
2019-12-20,2926
2019-12-21,1663
2019-12-22,1654
2019-12-23,3099
2019-12-24,1699
2019-12-25,803
2019-12-26,1837
2019-12-27,2165
2019-12-28,2155
2019-12-29,1796
2019-12-30,662
2019-12-31,1816
2020-01-01,1536
2020-01-02,3771
2020-01-03,4329
2020-01-04,1450
2020-01-05,1926
2020-01-06,4514
2020-01-07,5068
2020-01-08,4649
2020-01-09,4090
2020-01-10,5088
2020-01-11,5342
2020-01-12,4935
2020-01-13,4637
2020-01-14,5490
2020-01-15,5992
2020-01-16,4269
2020-01-17,3054
2020-01-18,1476
2020-01-19,1653
2020-01-20,2117
2020-01-21,3965
2020-01-22,4721
2020-01-23,5285
2020-01-24,5333
2020-01-25,2456
2020-01-26,3700
2020-01-27,5795
2020-01-28,5623
2020-01-29,5587
2020-01-30,5206
2020-01-31,5541
2020-02-01,3488
2020-02-02,3653
2020-02-03,6153
2020-02-04,6429
2020-02-05,6229
2020-02-06,3328
2020-02-07,3531
2020-02-08,2827
2020-02-09,2719
2020-02-10,4293
2020-02-11,4438
2020-02-12,6450
2020-02-13,4406
2020-02-14,4383
2020-02-15,2303
2020-02-16,2898
2020-02-17,4122
2020-02-18,3597
2020-02-19,5723
2020-02-20,5063
2020-02-21,4466
2020-02-22,3981
2020-02-23,5073
2020-02-24,7149
2020-02-25,6691
2020-02-26,6502
2020-02-27,4659
2020-02-28,5436
2020-02-29,3245
2020-03-01,2806
2020-03-02,6095
2020-03-03,7648
2020-03-04,6573
2020-03-05,7161
2020-03-06,5712
2020-03-07,2484
2020-03-08,4131
2020-03-09,8671
2020-03-10,7851
2020-03-11,6797
2020-03-12,5407
2020-03-13,3273
2020-03-14,3957
2020-03-15,3001
2020-03-16,2238
2020-03-17,1719
2020-03-18,2646
2020-03-19,790
2020-03-20,2643
2020-03-21,2680
2020-03-22,1407
2020-03-23,662
2020-03-24,1318
2020-03-25,1088
2020-03-26,1616
2020-03-27,2198
2020-03-28,2413
2020-03-29,332
2020-03-30,725
2020-03-31,1308
2020-04-01,1167
2020-04-02,674
2020-04-03,388
2020-04-04,2070
2020-04-05,2073
2020-04-06,1928
2020-04-07,1988
2020-04-08,1219
2020-04-09,586
2020-04-10,1152
2020-04-11,2301
2020-04-12,2751
2020-04-13,324
2020-04-14,2027
2020-04-15,1468
2020-04-16,1358
2020-04-17,1580
2020-04-18,670
2020-04-19,3842
2020-04-20,1430
2020-04-21,846
2020-04-22,1127
2020-04-23,2079
2020-04-24,805
2020-04-25,4435
2020-04-26,1014
2020-04-27,351
2020-04-28,1665
2020-04-29,2122
2020-04-30,1353
2020-05-01,1444
2020-05-02,5190
2020-05-03,6194
2020-05-04,2541
2020-05-05,2687
2020-05-06,2173
2020-05-07,2910
2020-05-08,2037
2020-05-09,1438
2020-05-10,2749
2020-05-11,1359
2020-05-12,2486
2020-05-13,2995
2020-05-14,4256
2020-05-15,3541
2020-05-16,6172
2020-05-17,4894
2020-05-18,2799
2020-05-19,3235
2020-05-20,3726
2020-05-21,4795
2020-05-22,5958
2020-05-23,3898
2020-05-24,5543
2020-05-25,4426
2020-05-26,5004
2020-05-27,5217
2020-05-28,4446
2020-05-29,4997
2020-05-30,7698
2020-05-31,8071
2020-06-01,4210
2020-06-02,4890
2020-06-03,5300
2020-06-04,5588
2020-06-05,5427
2020-06-06,5991
2020-06-07,6474
2020-06-08,5968
2020-06-09,5591
2020-06-10,5965
2020-06-11,3305
2020-06-12,7484
2020-06-13,9447
2020-06-14,8417
2020-06-15,5643
2020-06-16,6625
2020-06-17,6920
2020-06-18,6949
2020-06-19,7942
2020-06-20,8363
2020-06-21,7205
2020-06-22,6463
2020-06-23,6977
2020-06-24,6414
2020-06-25,7765
2020-06-26,8492
2020-06-27,7229
2020-06-28,4806
2020-06-29,4634
2020-06-30,5359
2020-07-01,6457
2020-07-02,8118
2020-07-03,8142
2020-07-04,9800
2020-07-05,8078
2020-07-06,7386
2020-07-07,7546
2020-07-08,6967
2020-07-09,7920
2020-07-10,7800
2020-07-11,10344
2020-07-12,9109
2020-07-13,7034
2020-07-14,6641
2020-07-15,8829
2020-07-16,9047
2020-07-17,8372
2020-07-18,9925
2020-07-19,7668
2020-07-20,7068
2020-07-21,8367
2020-07-22,7685
2020-07-23,6608
2020-07-24,10405
2020-07-25,11914
2020-07-26,9130
2020-07-27,7276
2020-07-28,7751
2020-07-29,9126
2020-07-30,8569
2020-07-31,10644
2020-08-01,11982
2020-08-02,8286
2020-08-03,8442
2020-08-04,6267
2020-08-05,9425
2020-08-06,9810
2020-08-07,9984
2020-08-08,12097
2020-08-09,9637
2020-08-10,8205
2020-08-11,8706
2020-08-12,8868
2020-08-13,9439
2020-08-14,10305
2020-08-15,10440
2020-08-16,6571
2020-08-17,8863
2020-08-18,9571
2020-08-19,8438
2020-08-20,10202
2020-08-21,10547
2020-08-22,10439
2020-08-23,7391
2020-08-24,9092
2020-08-25,9699
2020-08-26,10541
2020-08-27,6942
2020-08-28,11238
2020-08-29,6770
2020-08-30,11294
2020-08-31,9542
2020-09-01,9913
2020-09-02,5945
2020-09-03,9186
2020-09-04,11718
2020-09-05,13154
2020-09-06,12683
2020-09-07,11843
2020-09-08,10061
2020-09-09,9930
2020-09-10,6363
2020-09-11,10989
2020-09-12,14401
2020-09-13,11177
2020-09-14,9400
2020-09-15,9367
2020-09-16,9659
2020-09-17,10057
2020-09-18,10570
2020-09-19,12568
2020-09-20,9057
2020-09-21,7947
2020-09-22,8248
2020-09-23,10010
2020-09-24,10341
2020-09-25,11771
2020-09-26,14174
2020-09-27,10856
2020-09-28,8681
2020-09-29,9696
2020-09-30,8088
2020-10-01,10312
2020-10-02,9904
2020-10-03,12399
2020-10-04,10025
2020-10-05,7999
2020-10-06,9301
2020-10-07,7537
2020-10-08,9157
2020-10-09,9534
2020-10-10,14267
2020-10-11,9759
2020-10-12,6376
2020-10-13,2185
2020-10-14,9120
2020-10-15,9749
2020-10-16,5211
2020-10-17,8996
2020-10-18,8581
2020-10-19,7549
2020-10-20,8270
2020-10-21,7669
2020-10-22,8998
2020-10-23,9886
2020-10-24,11260
2020-10-25,7128
2020-10-26,6351
2020-10-27,7232
2020-10-28,3910
2020-10-29,3193
2020-10-30,1655
2020-10-31,4911
2020-11-01,3556
2020-11-02,4520
2020-11-03,5289
2020-11-04,5581
2020-11-05,7343
2020-11-06,8623
2020-11-07,12248
2020-11-08,9210
2020-11-09,7052
2020-11-10,8053
2020-11-11,7680
2020-11-12,5622
2020-11-13,3348
2020-11-14,6936
2020-11-15,4537
2020-11-16,5175
2020-11-17,5020
2020-11-18,3780
2020-11-19,4147
2020-11-20,6550
2020-11-21,7413
2020-11-22,3497
2020-11-23,2359
2020-11-24,4215
2020-11-25,4028
2020-11-26,1450
2020-11-27,4041
2020-11-28,4192
2020-11-29,4222
2020-11-30,2025
2020-12-01,4407
2020-12-02,3568
2020-12-03,3993
2020-12-04,4802
2020-12-05,592
2020-12-06,2707
2020-12-07,3038
2020-12-08,2995
2020-12-09,3168
2020-12-10,3681
2020-12-11,4187
2020-12-12,2024
2020-12-13,4650
2020-12-14,2341
2020-12-15,3036
2020-12-16,2414
2020-12-17,210
2020-12-18,1113
2020-12-19,1166
2020-12-20,1006
2020-12-21,1634
2020-12-22,1981
2020-12-23,1966
2020-12-24,1920
2020-12-25,385
2020-12-26,1493
2020-12-27,1502
2020-12-28,2344
2020-12-29,1784
2020-12-30,1863
2020-12-31,2032
